comment,score,hospital,en
พนักงานบริการดีมากๆๆตอบทุกปัญหาของคนไข้ได้ พยาบาลยิ้มแย้มแจ่มใส คอยซักถามอาการด้วยความเอาใจใส่ คุณหมออารมณ์ดีตอบปัญหาคนไข้ได้ดีค่ั,5,phyathai-2,Service very good answer to all the problems of the patients. Nursing beaming Ask symptoms with care. Dr. emotional problems patients have good equipment.
คุณหมอน่ารักคะ ดูแลและให้คำแนะนำดีมาก รวมทั้งพยาบาล ผู้ช่วย เจ้าหน้าที่ด้วยนะคะ,5,phyathai-2,You love me Care and very good advice. The nursing assistant with it.
เพิ่งคลอดลูกที่รพ.ค่ะ  เป็นท้องที่2แล้ว ประทับใจในการบริการทั้งทีมแพทย์และพยาบาลค่ะ ทุกครั้งที่เจ็บป่วยหรือต้องการตรวจสุขภาพจะรึถึงแต่พญาไทค่ะ,4,phyathai-2,"Recently foaled a hospital here. The Ward 2 Impressed by the service team of doctors and nurses here. Every time I would get sick or need medical check-up, but my hours."
ไปผ่าคลอด ที่โรงพยาบาลพญาไท 2 มาค่ะ ตั้งแต่คืนแรกที่แอดมิดอยู่โรงพยาบาล คุณหมอและพยาบาลก็ดูแลดีมาก คอยดูแลคอยถามและคอยห่วงใยตลอด ทำให้เรา หายกังวลเรื่องผ่าคลอด และหลังจากที่ผ่าคลอดแล้ว ก็มีคุณหมอและพยาบาลที่วนเวียนมาดูแลเกือบทุกๆชั่วโมง คอยวัดไข้วัดความดันด้วยสีหน้าที่ยิ้มแย้มแจ่มใส และทำให้เรารู้สึกดี เพราะเราทำอะไรไม่ได้มากหลังจากผ่าคลอด คุณหมอและ พยาบาลก็คอยช่วยเหลือตลอด รู้สึกดีมากๆค่ะ ทุกคนไม่มีทีท่าว่าจะรำคาญที่เราคอย เรียกให้มาช่วย และแผนกเนอสเซอรี่ก็ดีมากๆค่ะ ไม่ว่าจะดึกดื่นแค่ไหนเมื่อลูกของเราหิวนมคุณพยาบาลก็จะเข็น ลูกมาให้เราให้นมทุกครั้ง จนเรารู้สึกเกรงใจ และทุกคนก็ให้คำปรึกษาดีมากค่ะเช่นเรื่องการเลี้ยงลูกหรือการอาบน้ำเด็กการดูแลลูกหลังกลับบ้านไปแล้วเป็นต้น และที่สำคัญถ้าบริการจากที่คิดว่ามันต้องมีค่าบริการเพิ่มเติมหลายหลายอย่างสุดท้ายไม่เป็นอย่างที่คิดค่ะเพราะน้อยกว่าที่คิดไว้เยอะ เพราะเคยพลาดลูกคนแรกจาก package คลอดที่ดูเหมือนราคาไม่แพงแต่พอบิล มาจริงๆ ก็เพิ่มขึ้นเป็นเท่าตัว เลยรู้สึกว่าคิดไม่ผิดที่เลือกมาคลอดที่นี่ค่ะ ข้ารักสากับการบริการคุ้มสุดคุ้มจริงๆค่ะและประทับใจมากๆค่ะ มา,5,phyathai-2,"To caesarean sections at Phyathai 2 Hospital comes from the first night gave Middlesbrough the hospital. Doctors and nurses were very good care. Keep waiting and waiting and anxiety cause us to worry about missing caesarean sections. After cesarean then There are doctors and nurses who take care of sequences almost every hour. Room temperature pressure with a face beaming. And makes us feel good Because we do not have much after cesarean doctors and nurses to help it along. Feel very good Anyone who does not seem to bother us. Call for help Nursery Department and was very pleasant. No matter how late it is when our children are hungry, they will milk you care cart. Children come to our feeding time. Until we feel it And everyone was very good mentor, such as feeding or bathing the kids back home to take care of children and so on. More important, if the service is that it needs to be charged at the end, as many think, because a lot less than expected. He had missed the first child born from a package that looks inexpensive, but when the bill comes, it really is doubled. I felt guilty that I did not choose to give birth here. I love public service with good value and really impressed me a lot."
อย่างเเรกเลยเดินทางสะดวกมีbtsผ่าน ถ้านำรถส่วนตัวมาก็มีอาคารจอดรถที่สะดวก ภายในอาคารสัอาด มีร้านอาหาร ร้านกาแฟ แต่ในส่วนนี้มองว่ายังน้อยไปนิดนึง ทางเชื่อมระหว่างอาคาร1กับอาคาร2ยังขาดความสะดวกสบาย เซเว่นมีแค่ในอาคาร1 ซึ่งไกลจากอาคาร2พอสมควร บุคลากรได้มาตรฐาน แพทย์เก่งมีประสบการณ์และเชี่ยวชาญ พยาบาลวิชาชีพมาตรฐานรพ.เอกชน มีแม่บ้านคอยทำความสะอาดตลอดเวลา ด้านอาหารผู้ป่วย เป็นบริษัทเอกชน ยังบริการไม่ดีเท่าที่ควร อาหารไม่อร่อยและส่งผิดในบางครั้ง ในส่วนห้องพักสะอาด สะดวกสบาย เรื่องราคานั้นค่อนข้างสูงตามเรทรพ.เอกชนทั่วไป การชำระเงินทุกๆ3วัน ก่อนทำการรักษาเช่นการผ่าตัด จะเเจ้งประมาณการค่าใช้จ่ายให้ผู้ป่วยตัดสินใจก่อนทำการรักษา,3,phyathai-2,"At first it is easy bts through. If the car has parking facilities. Interview with tall buildings, restaurants, coffee shops, but also in this respect that a little bit. The link between Terminal 1 and Terminal 2 to the lack of comfort. Seven in just one building. Terminal 2, which is far from enough. Personnel Standards Doctors do have the experience and expertise Nurses standard hospital private A maid cleaning time. Patients cuisine A private company The service is not good enough. Food is delicious and sometimes misdirected. The rooms are clean and comfortable, the price is relatively high rate hospital private. Payment every 3 days Before treatment, such as surgery Outdoor will estimate the cost to the patient prior to treatment."
รพ นี้รักษาตลอดคะ ด้วยความที่เป็นเอกชน จนท แพทย์และพยาบาลให้การดูแลต้อนรับเป็นอย่างดีขั้นตอนการใช้บริการก็ไม่ยุ่งยาก ถ้าทำการนัดมาแล้ว มาตามเวลา นั่งรอเรียกตามคิวได้เลยคะ บรรยากาศรพ ก็สดชื่น ห้องน้ำสะอาด โดยรวมรอบๆสะอาดทั้งหมดคะ ประทับใจจนไม่อยากจะย้ายไปที่อื่นเลยคะ,5,phyathai-2,"This hospital treatment as well With a private hospital until doctors and the hospitality is very good, the service is not easy. If I make an appointment by calling the queue waiting time at the hospital, it's refreshing to me as clean bathrooms, clean all around it. Impress and do not want to move to another place it."
แผนกเด็ก รพ.พญาไท2 คนไข้เยอะ แต่เจ้าหน้าที่ดูแล ตอบคำถามค่อนข้างดี สถานที่ดีแยกโซนเด็กป่วยกับเด็กสุขภาพดีที่มาฉีดวัคซีน,4,phyathai-2,"Pediatric hospital wards 2 hours, but I care. Good question The good zonal isolation of sick children with healthy children who are vaccinated."
ราคาค่าบริการค่อนข้างสูง แต่ก็มั่นใจว่าหมอที่ได้ให้การรักษาไม่หยุดที่จะพัฒนาในเรื่องการเทคโนโลยีใหม่ๆเพื่อให้คนที่ได้รับการรักษาลดความเสี่ยง,5,phyathai-2,Costs high But I was sure that the treatment does not stop the development of new technologies to allow people to be treated to reduce the risk.
เป็น ร.พ.ที่ไปรักษาบ่อยสุด ตั้งแต่การบริการต่างๆๆ...เช็กความดัน...วัดน้ำหนัก คุณหมอรักษาเราเหมือนเราเป็นลูก พูดเพราะ แค่นี้ครับ,5,phyathai-2,"It is hard. May. The next most frequent treatment. Services from the Czech More ... pressure ... weight. You treat us like we were children, just because they say it."
ไปหาหมอตรวจสุขภาพประจำปีมา ระบบรพ.ยังไม่ค่อยดีรู้สึกว่าช้ากว่าที่เปาโลเยอะ แค่จะลงทะเบียนยังต้องใช้คนถึง3จุด ทั้งที่ควรจะเหลือแค่จุดเดียวก็พอ อีกทั้งไม่มีพนักงานมาคอยไถ่ถามสารทุกข์ระหว่างรอ ก็นั่งรอแหง่วกันไป เป็นเอกชนที่ระบบไม่ดีเล๊ย ทั้งที่อยู่ใจกลางเมือง,3,phyathai-2,Go to the doctor for annual check-ups. System hospital has a good feel much slower than Paul. It also requires people to register up to 3 points. Both should be reduced to just one point is enough. It does not come forward to ask employees of the troubled transit. I waited the kid go. The private system is not good unimproved. Both the city center
หมอประจำที่ไปทำการรักษาและพยาบาลที่มาดูแลบริการดีและใส่ใจคนไข้มาก,4,phyathai-2,"The doctors and nurses to treat the patient's care, good service and very attentive."
ไปเยี่ยมญาติที่โรงพยาบาลพญาไท 2 ค่ะ ที่นี้สะดวก สะบายมาก ๆ พยาบาลทุกคนให้บริการด้วยความเต็มใจสมกับเป็นโรงพยาบาลเอกชนที่มีชื่อเสียงอยู่ในอันดับต้น ๆ ของประเทศจริง ๆ ค่ะ ส่วนค่ารักษาพยาบาลก็สมกับบริการที่ทางโรงพยาบาลมีให้กับเรานะค่ะ แพงใช้ได้เลยที่เดียวแต่ก็ยังรับได้อยู่ค่ะ เพราะว่าบริการเค้าดีจริง ๆ,5,phyathai-2,"To visit relatives at Phyathai 2 Hospital, it is also convenient so all nurses serve willingly worthy of a private hospital is renowned in the top of the fact that the hospital's money. Services at the hospital, we have to do it. Not only do the same, but it also is not. Because served really well"
ใช้บริการแผนกแม่และเด็กค่ะ คลอดบุตรด้วยวิธีผ่าตัด นอน4 วัน3 คืนครั้งนี้เป็นบุตรคนที่2 แล้ว ประทับใจมาก เจ้าหน้าที่ห้องเด็กน่ารักและเก่งมากในการสอนลูกเข้าเต้า ต้องมีความเชี่ยวชาญจริงๆ เพราะการเอาลูกเข้าเต้า ในแม่ที่หัวนมมีปัญหากับลูกที่ไม่ชอบเต้า ต้องใช้ความสามารถในการช่วยกัน และลดความกังวลจนเข้าเต้าได้สำเร็จที่นี่เก่งมากค่ะ,4,phyathai-2,"Mother and child services department here. With surgery, maternity beds, 4 days and 3 nights, this is the second son who was very impressed and very cute children's room staff to teach the child to the breast. Must be proficient really He took the ball into the breast In a tit mothers with children who do not like the breast. Requires the ability to help each other. Reduce anxiety and breast until this very successful at it."
แผนกเด็ก พยาบาลดูแลลูกเราดีมาก ...,5,phyathai-2,Pediatric nursing care are very good ...
ค่ารักษาพยาบาลแพงไปนิด,4,phyathai-2,A bit expensive medical bills
วันนี้ไปตรวจสุขภาพประจำปี... การที่หมอสูตินารี..บอกว่าเบื่องานตัวเองอยากลาออก..แล้วหันมาคอมเพ้นคนไข้ไม่แหกขา ไม่หย่อยก้น ถ่วงการทำงาน เสียเวลา เบื่อ.. เหมาะสมแล้วป่ะค่ะ คือปกติก้แหกให้สามีคนเดียว ปีนึงมาแหกให้หมอดูครั้งนึงมันต้องชินหรา คุณใช้เวลาตรวจชั้นแค่ไม่ถึง 7 นาทีพร้อมการจัดท่ารวมเวลาที่ชั้นเปลี่ยนเสื้อผ้าแล้ว... ชั้นนั่งรอ 1 ชั่วโมง 15นาที ไม่ได้บ่นไร...และพยายามให้ความร่วมมืออย่างเป็นที่สุด หมอเบื่อ หมอเหนื่อย ควรให้หมอพักนะคะ...#หมอสูติประจำห้องเบอร์12 #เข้าเวรตรวจ27ตค.2559 ช่วงเช้า,2,phyathai-2,"Today, the annual health check ... The obstetrical doctors.. I told myself to quit.. I turned to my paints patient does not break legs, buttocks Yoy disrupts the work boring waste of time .. then me right here. I usually break is the husband alone. One year later escaped to a fortune teller once it's glamorous. You do not take a class, check to 7 minutes along the waterfront, including the floors, change clothes and then ... Floor waiting 1 hour, 15 minutes ... I do not complain and try to cooperate with the doctor is tired, tired doctor should I stay here ... Doctor of Obstetrics room number 12. # Inspectors on duty 27 c. Early 2559."
ตอนแอ็ทมิทยังกะจะอุ้มไป ตอนวันกลับจากโรงพยาบาลต้องขนของลงมาจากห้องเองไม่มีพยาบาลมาช่วยสักคน!!!!บริการแย่มาก!!!!,1,phyathai-2,At Atwater Smith would also like to carry. It dates back from the hospital to transport from room to nurse without help someone !!!! Terrible service !!!!
พนักงานแผนกชำระเงิน เซอร์วิทมายด์แย่นะคะ อยากให้ไปเห็นคุณหมอ หรือ พยาบาลทำงานนะคะ เหนื่อยแค่ไนก็ยิ้มแย้มพูดจาดีเสมอ โรงพยาบาลดีแต่พนักงานแผนกนี้แย่มาก,2,phyathai-2,"Staff payments Sir Mind worse here. Want to see your doctor or nurse working here. I'm just saying good night, it's always smiling. But hospital staff is terrible."
บริการดีมากคร้ชชช..,4,phyathai-2,The service is great clutch hh ..
ก็ดีนะ...สะดวกสบาย,4,phyathai-2,It's convenient ...
คุณหมอวัชรี ภิรมย์รื่น พยาบาล ผู้ช่วย พนักงานทุกท่านน่ารักเป็นกันเองมากโดยเฉพาะวอร์ดเด็กชั้น14 ดูแลคนไข้เอาใจใส่ดีเยี่ยม,5,phyathai-2,"Doctor Gulf trouble satisfying nursing assistant staff all very friendly, especially the Ward's 14 floors. Excellent patient care"
บริการดีเลิศ,4,phyathai-2,Excellent service
ขอชมเชยเจ้าหน้าที่ของโรงพยาบาลในการแนะนำและอำนวยความสะดวกในการไหว้พระพรหมและพระเพื่อขอพร,5,phyathai-2,He praised the hospital staff to guide and facilitate the Brahma temple and pray to God.
สุดยอดบริการ สมราคา,5,phyathai-2,"Excellent service, reasonable prices"
เจ๋งอ่ะ,5,phyathai-2,cool it
ทำงานกันมานาน โรงพยาบาลก็ไม่ใช่โรงพยาบาลเล็กๆ ต้องเจาะเลือดส่งสภากาชาติ แต่นัดวันลืมดูว่าสภากาชาติปิดปีใหม่ อันนี้เรียกขาดการเอาใจใส่ผู้ป่วย หรือ เรียกว่าชุ่ย ? ตอนนัดบอกให้มาก่อน7โมงเช้า นี่ก็รีบมาหลับไปแค่ชั่วโมงเดียว. #ชุ่ย,1,phyathai-2,Working together for The hospital was not a small hospital. Blood samples sent to the National Council of the check. But I never forget that the national check-off the New Year. This lack of attention to the patient or a knockoff? Now I tell you before 7am. This was quickly back to sleep only an hour. #heedlessly
ดีมากค่ะ สะดวกสะบาย บริการเยี่ยมเลยค่ะ,5,phyathai-2,"Very good service, great convenience to me."
คุณหมอระบบขับถ่ายเก่งมาก,5,phyathai-2,You are very good for the digestive system
รับตรวจสุขภาพองค์กร แต่มีหมอมาตรวจน้อยมาก ใครรอได้รอไป ใครไม่รอก็กลับ ตามเวรตามกรรม เลือกวันหนุด คนน้อย หมอแทบไม่มี วันนี้มีหมอ 2 คน รอไปนานๆ เลือกวันอื่นคนเยอะ หมอก็ยังน้อย ไม่มีเวลารอนานขนาดนั้น ตรวจแล้วกลับ ค่อยทาหาหมออรกที คราวนี้จ่ายเอง บริการสาธารณสุขของคนไทย อยากใช้บริการก็ต้องทน,2,phyathai-2,"Get health organization But there are very few doctors who came to wait, wait, wait, I do not go back. Top of duty on selected dates Ends few doctors today are hardly any doctors two people waiting to pick up on other people, but I still have a little time to wait that long, check back then gradually applied using a doctor's order. This time, pay yourself Health of Thailand Use it to endure"
ยอดเยี่ยม,5,phyathai-2,excellent
เป็นโรงพยาบาลที่บริการดีมาก สะอาดสะอ้าน รวดเร็วดี แต่ค่ายาแพงไปนิดนึง แต่ก็ตามคุณภาพ จ่ายยามีคุณภาพดีค่ะ,4,phyathai-2,"The hospital is very good service, clean, efficient but a little expensive medications. But given the quality Dispensing with good quality"
วันก่อนไปศูนย์สุขภาพเจอหมอคนนึง เดินมาถามพยาบาลว่าพยาบาลสวยๆไปไหนหมดระหว่างพูดก็จับมือถือแขนพยาบาล พยาบาลก็นิ่งๆ ไม่ได้ทำท่าทีเหมือนเล่นด้วย แล้วหมอก็พูดอยู่นั่นว่าพยาบาลสวยๆน่ะมีไหม ขอโทษนะครับมันเสื่อมครับ ทำไมรพ. ถึงมีบุคคลากรแบบนี้ภาพที่ผมเห็นในฐานะผู้ใช้บริการมันทำให้ผมมองรพ นี้แย่ลงไปในทันที,1,phyathai-2,"The day before I went to the health center to see a doctor. I asked the nurse, nursing nice to go out and say, snuggle nurse. Nursing is still Do not play with the same attitude. Then I would say is that there's a very good nurse. Excuse me, but why is it Alzheimer hospital to have shelved this picture as I see it, the seller gave me a hospital. This is worse in an instant"
เข้าไปถึงพนักงานเยอะมากครับ บริการดีหมอก้ให้คำแนะนำที่ดีแล้วก้ดูแลอย่างดี,5,phyathai-2,"To the staff very much I'm good advice, then care."
เวลาลูกป่วยจะพามาพบคุณหมอที่นี่ตลอดค่ะ เคยได้แอดมิทหลายครั้ง ประทับใจทั้งคุณหมอ คุณพยาบาล ผู้ช่วยพยาบาล น่ารักทุกคนค่ะ ดูแลลูกเราดีจนลูกไม่กลัวโรงพยาบาลไม่กลัวคุณหมอ พูดจาดีค่ะเป็นกันเองน่ารัก คุณหมอก็ใส่ใจในทุกรายละเอียดในการตรวจ ชอบที่นี่มากๆค่ะ,5,phyathai-2,"The sick child to the doctor brought me here forever. Atwood has been by several times. Impress all your doctors, nurses, assistant nurses. Love Everyone We take care of the ball until the ball is not afraid, not afraid of hospital doctors. Good things are pretty friendly. You have to pay attention to every detail in order. Like it here very much"
เดี๋ยวนี้แพงเกินไป,5,phyathai-2,Now too expensive
การบริการคล่องแคล่ว รวดเร็ว คุณหมอสามารถตอบปัญหา ในโรคที่เป็นได้ดี และมีการนัดติดตามผล ยาที่ใช้ในการรักษาสมเหตุสมผล ราคาปานกลางค่อนไปทางสูง,4,phyathai-2,"The service is fast, maneuverable, your doctor can answer. The disease is not well And a follow-up appointment Drugs used in the treatment of reasonableness. Medium to high price"
การบริการดีเอื้ออำนวยต่อผู้ป่วย มีความรวดเร็วและแม่นยำในการใช้บริการค่ะ,4,phyathai-2,To facilitate better service to patients. The speed and accuracy of service here.
ตรวจหู ที่ รพ พญาไท 2 ค่ะ ก่อนหน้าเคยรักษาที่ รพ ทางภาคเหนือ ก็ไม่หาย ยังรุ้สึกเจ็บหู และเจ็บมากขึ้น จนหลานทักว่า ปากเหม็น จึงคิดว่าร่าจะเปนผลข้างเคียง เพราะตอนที่เป็นหนักๆ จะมีน้ำหนองไหลออกจากหูตลอดเวลา จนกระทั่งต้องไปรักษาที่ รพ พญาไท 2 เจอ อาจารย์หมอค่ะ สอบถามอาการอย่างละเอียด ตรวจคอ ส่องกล้องดูแก้วหู หมอวินิจฉัยว่า เป็นหูอักเสบ และแก้วหูทะลุ ให้ยามา หมอบอกที่สำคัญที่สุดคือคุณควรพักผ่อนนอนหลับให้เยอะๆ ก็ปฏิบัติตัวตามหมอสั่ง และมาเชคหูอีก 2 ครั้ง หายเรยค่ะทีนี้ และประทับใจพยาบาล เพราะเราเป็นโรคความดันสูง คอยตรวจความดัน สอบถามว่าหน้ามืดหรือไม่ ประทับใจมากค่ะ,4,phyathai-2,"Make Ear Hospital, Phyathai 2 Hospital have previously been treated at the North did not even feel sore ear. And more hurt to add that his foul mouth so that she would be the side effects. Because it is heavy The pus discharge from the ear all the time. The need to maintain the Hospital, Phyathai 2 professors, doctors found here. For a thorough check-necked telescopic eardrum. The doctor diagnosed an ear infection and eardrum perforation treatment from doctors say the most important is that you should sleep a lot. Was treated by the doctor ordered Ear and shakes the other two times it's funny now. And the impressive Hospital It is high blood pressure. Pressure Monitor Ask whether or not faint Very impressive"
เริ่มตั้งแต่ฝากครรภ์ที่นี่จนคลอด ลูกสาวเกิดมาแล้วก็ยังใช้บริการฉีดวัคซีน รวมทั้งหาหมอเวลาไม่สบายที่นี่ค่ะ เคยแอดมิท 2 ครั้ง บริการดี สะดวก คุณหมอน่ารัก พยาบาลเอาใจใส่ดีค่ะ,5,phyathai-2,"From here, prenatal care and childbirth. Their daughter was born, it also offers vaccinations. The doctor is not comfortable here, I never gave a second time with good service at a doctor's care for good health."
ดูแลเอาใจใส่ตั้งแต่เข้าประตูของโรงพยาบาล,5,phyathai-2,Attention from the door of the hospital.
คุณหมอวินัย เขียวเจริญ รักษาคุณแม่เพ็ญศรี งามวาจาสัตย์ ดีจริงๆค่ะ ขอบคุณมากค่ะ,1,phyathai-2,"You maintain your discipline and green growth fil Sri veracious pretty good, thank you very much."
วันที่ 09/01/17 ไปพบแพทย์ แผนกอายุรกรรม เนื่องจากมีการการเจ็บคอและไอ ใช้ปรกันสุขภาพกลุ่มของที่ทำงาน ไม่ระบุแพทย์ เบื้องต้นยื่นบัตรประชาชนพร้อมบัตรประกันสุขภาพ เจ้าหน้าที่แผนกลงทะเบียนถามอาการ แล้วให้นั่งรอ พยาบาลเรียกชั่งน้ำหนัก ถามส่วนสูง วัดความดัน วัดไข้ นั่งรอพบแพทย์ รอไม่นานมาก ประมาณ 10 นาที ก็ได้พบแพทย์ อาจเป็นเพราะไม่ได้ระบุแพทย์ แต่แจ้งว่ากินยาบางตัวอยู่ จะสามารถกินยาที่แพทย์สั่งจ่ายวันนี้ร่วมด้วยได้หรือไม่ แพทย์ตอบว่าน่าจะได้ นั่งรอแผนกการเงิน พนักงานเรียกเสียงเบามาก ต้องตั้งใจฟังมากๆ ตอนรับยาถามเภสัชกรอีกครั้ง เภสัชการหาข้อมูลในคอมพิวเตอร์นานมาก ไม่แน่ใจว่า search internet เอารึเปล่า แล้วตอบว่าทานได้ รู้สึกไม่ค่อยมั่นใจในความรู้ของแพทย์และเภสัชกร,3,phyathai-2,"On 01/09/17 a physician, Internal Medicine Clinic. Due to a sore throat and cough. Using a global health care group that does not identify physicians filed a preliminary identification card, health insurance card. Ask a staff register Then sit back and wait Asked the nurse to weigh the high pressure thermometer doctor waited a very long wait was about 10 minutes because the doctor could not identify the doctor. But that is eating some drugs. You can take medicine that doctors prescribe this together or not. Doctors said it was Waiting Finance Employees called ultralight Must listen more Ask the pharmacist at the drug again. The pharmacokinetic data for a very long time in the computer search internet not sure what took me that he had already answered. I feel confident in the knowledge of physicians and pharmacists."
ไปฝากครรภ์ที่โรงพยาบาล ได้รับบริการที่มาก พยาบาลและหมอให้คำแนะนำที่ดี อธิบาย และให้เราถามจนหายสงสัยค่ะ,5,phyathai-2,ANC to hospital The service was very Nurses and doctors advised us to better explain and ask questions until it disappeared.
บริการดีหมอดีค่ะ,5,phyathai-2,"Good service, good doctor"
เจ้าหน้ามีใจบริการดีเยียม ตั้งแต่พนักงานต้อนรับจนถึงแม่บ้านในห้องน้ำ,5,phyathai-2,Service-minded staff excellent. From the receptionist to the maid in the bathroom.
พึ่งพาลูกเล็กไปพบคุณหมอเด็ก เนื่องจากตัวเล็กเป็นหวัดต่อเนื่องมากว่า 2 อาทิตย์ ลูกอายุ 1 ขวบ 3 เดือน. คุณหมอเด็กที่พบตรวจละเอียดและให้ข้อแนะนำดีมากเลยคะ มีทั้งวิธีการสังเกตุอาการ การดูแล เปิดให้ซักถามเต็มที่ และพยายามไม่ให้ใช้ยากับเด็กมากเกินความจำเป็น. อีกทั้งยังให้ข้อแนะนำในการเล่นกับเด็กเพื่อฝึกให้เค้าชินกับอุปกรณ์การแพทย์ เช่น การเล่นคุณหมอ การเล่นตรวจฟัน,5,phyathai-2,"Dependence on a small child to the doctor. Because little cold continued for more than 2 weeks, 3 months, 1 year old child. The doctor examined the child and found them very good advice. Both the observed moderation open question fully. And try not to take medicine to children more than necessary. It also provides recommendations to play with children, to train them to be used with medical devices, such as playing the Doctor. Playing dental examination"
ไปโรงพยาบาลเนื่องจากเป็นหวัดไม่สบายค่ะ ขั้นตอนทุกอย่างรวดเร็ว ทุกคนในโรงพยาบาลต้อนรับเป็นอย่างดี และพบคุณหมอ จ่ายเงินเรียบร้อย แต่ตอนที่รับยานั้น เกิดข้อผิดพลาดคือพนักงานหยิบถุงยาให้ไม่ตรงกับชื่อเรา สลับถุงกับอีกคนนึง แต่ตอนเรียกก็เรียกถูกชื่อนะคะ ถ้าวันนั้นไม่ได้ดูตรงซองยาว่าชื่อผิดคน และเราไม่ทวงถามก็คงกินยาผิดไปแล้วค่ะ อยากจะให้เช็คดีๆก่อนที่จะหยิบถุงยาให้ค่ะ เพราะมันอันตรายนะคะแบบนี้,3,phyathai-2,"Go to the hospital because I was not comfortable here. Every step quickly Everyone in the hospital reception as well, and the doctor has to pay. But when the drug is Error employees took the medicine bag does not meet our names. Switch bag with another person But the name was then called me. If it does not look exactly the case that the drug name wrong. And we do not call it wrong to eat it. I wanted to check before taking the medicine bag to me. It is dangerous because it is."
ปกติเวลาลูกไม่สบายค้องAdmitที่โรงพยาบาลทีไรไม่ว่าตะเป็นพยาบาลเวรหรือพยาบาลวอดเด็กหรือแม้แต่พรักงานผู้ช่วยนางพยาบาลจะดูแลเราทั้งครอบครัวเวลาไปนอนเฝ้าลูกเป็นอย่างดีอีกทั้งคุณหมอที่ดูแลเวลาไม่ได้เข้าตรวจเมื่อมีปัญหาก็จะโทรถามได้ตลอดเวลาอีกทั้งค่ารักษาก็ไม่ได้แพงเกินจริงคั,5,phyathai-2,"Traditionally, when children are sick neck Admit that hospitals do not fine a Nurse or Nurse quadrant or even the love of assistant nurses to take care of our whole family, time to sleep, watched the ball as well as your doctor. take care not to determine when the problem will be asked at any time, and the treatment was not very exaggerated here."
ไปตรวจสุขภาพประจำปีมาค่ะเมื่อวันศุกร์ ก็เหมือนจะผ่านไปด้วยดีแต่กลับพบว่าเจอก้อนเนื้อที่ตับ ตอนที่หมอแจ้งก็ยัง งง ฟังไม่ค่อยรู้เรื่องแต่ต้องตั้งสติเพราะแม่ไปด้วยพยายามที่จะไม่แสดงอารมณ์ แล้วก็นัดทำctวันต่อมา แต่ระหว่างค่ำคืนนั่นมันทรมานมาก มองหน้าลูกก็ร้องไห้ คิดถึงแต่ลูก แล้วก็เพลียหลับไป มาตื่นตอนเช้าเพื่อจะไปโรงพยาบาล ระหว่างที่รอทำctก็เครียดและกลัว มันต้องฉีดสีด้วยยิ่งกลัว หลังจากตรวจเสร็จและรอผล เมื่อผลออกมาก็พบว่าเป็นข่าวดี วินาทีนั่นรู้สึกเหมือนเกิดใหม่เลยคะ สัญญากับตัวเองจะรักษาสุขภาพมากขึ้นเพื่อที่จะได้อยู่มองดูลูกเติบโต ขอบคุณนะคะสวรรค์ที่ให้โอกาสอีกครั้ง ใครไม่อยู่ในสถานะการณ์แบบนี้ไม่มีวันเข้าใจจริงๆๆๆ,4,phyathai-2,"Annual health check to come in on Friday. It seemed to go well, but found a lump in my liver. The doctor also informed me I did not know the story, but to compose because I try not to show emotion. He made an appointment ct days later. But on the night that it has suffered a lot. Old son was crying, but I think I fell asleep, exhausted. Wake up early to go to the hospital. While waiting for a ct was tense and fearful. It angiography with fear. After the completion and awaiting results When the result was found to be good news. Seconds that felt like a new me. Promise yourself to maintain a more healthy to have watched children grow. Thank heaven for the opportunity again. Who is not in a situation like this never really understood it."
พนักงานประชาสัมพันธ์ ตรงที่ให้กรอกทะเบียนประวัติพูดให้รายละเอียดดี ในขั้นตอนให้บริการพนักงานทุกคนให้บริการดีค่ะ,5,phyathai-2,"public relations officer This provides a complete record speaks for detail. In the process, providing all staff serving good."
เข้าใช้บริการที่พญาไท 2 โดยครั้งล่าสุดเข้ารับการรักษาเรื่องปวดขาและเข่า โดยได้ทำการนัดแพทย์ไว้ล่วงหน้า ก่อนหน้าเข้ารับบริการ 1 วันจะมีเจ้าหน้าที่โทรมายืนยันการนัดก่อน และเมื่อถึงวัดนัดก็ยื่นเอกสารใบนัด หนังจากนั้นนั่งรอบนโซฟาดูทีวี รอเจ้าหน้าที่เอาเอกสารประกันมาเรียก และให้บัตรคิว เมื่อถึงคิวเจ้าหน้าที่จะเรียกเข้าพบคุณหมอ ท่านจะซักถามอาการ และสั่งจ่ายยา แล้วออกมารอรับยาและจ่ายเงิน ซึ้งระยะเวลาที่ใช้ประมาณ 1 ชม กว่าๆ ขึ้นกับผู้ป่วย โดยรวมปาะทับใจในการบริการทุกจุดค่ะ,4,phyathai-2,"Access to Phyathai 2, the latest being admitted to the legs and knees. The doctor made an appointment in advance. Before the service one day he will be called to confirm the appointment. When the appointment was measured filings appointment. The film then sit around on the couch watching TV. Wait staff took the documents to the insurance. The cue cards On cue, the officer will call the doctor. You may be asked And prescribing Then get out of drugs and money. The duration was about 1 hour more than other patients. Overall Paa amazed at all points of service here."
